,terminal_group_1,terminal_group_2,terminal_group_3,backbone,frac-1,frac-2,COF,MR-mean,MR-min,asphericity-mean,asphericity-min,balabanj-mean,balabanj-min,bertzct-mean,bertzct-min,chainlength,chi0-mean,chi0-min,chi0n-mean,chi0n-min,chi0v-mean,chi0v-min,chi1-mean,chi1-min,chi1n-mean,chi1n-min,chi1v-mean,chi1v-min,chi2n-mean,chi2n-min,chi2v-mean,chi2v-min,chi3n-mean,chi3n-min,chi3v-mean,chi3v-min,chi4n-mean,chi4n-min,chi4v-mean,chi4v-min,e-valence-mean,e-valence-min,eccentricity-mean,eccentricity-min,hbonds,hk-alpha-mean,hk-alpha-min,hk-kappa1-mean,hk-kappa1-min,hk-kappa2-mean,hk-kappa2-min,hk-kappa3-mean,hk-kappa3-min,intercept,ipc-mean,ipc-min,isf-mean,isf-min,labuteASA-mean,labuteASA-min,logP-mean,logP-min,molwt-hvy-mean,molwt-hvy-min,molwt-mean,molwt-min,nheavy-mean,nheavy-min,npr1-mean,npr1-min,npr2-mean,npr2-min,pbf-mean,pbf-min,pmi1-mean,pmi1-min,pmi2-mean,pmi2-min,pmi3-mean,pmi3-min,rbonds-mean,rbonds-min,rg-mean,rg-min,rpc+-mean,rpc+-min,rpc--mean,rpc--min,spherocity-mean,spherocity-min,tpsa-mean,tpsa-min,vsa+-mean,vsa+-min,vsa--mean,vsa--min,vsa-fhyd-mean,vsa-fhyd-min,vsa-fneg-mean,vsa-fneg-min,vsa-fpneg-mean,vsa-fpneg-min,vsa-fpos-mean,vsa-fpos-min,vsa-fppos-mean,vsa-fppos-min,vsa-hyd-mean,vsa-hyd-min,vsa-polar+-mean,vsa-polar+-min,vsa-polar--mean,vsa-polar--min,vsa-polar-mean,vsa-polar-min
7383,methyl,phenol,ethylene,alkylsilane,0.25,0.75,0.12069695350000002,21.670425000000005,15.871,0.4171885844,0.2698322308,4.07961375,3.7597115,218.44201150000004,125.728624,17,9.4540535,7.654700999999998,9.090593,7.5,2.340593,1.5,5.038316125,3.854059,4.354639499999998,3.5,1.0140465,0.5,0.5140465,0.125,0.5140465,0.125,0.22577325,0.0,0.22577325,0.0,0.112886625,0.0,0.112886625,0.0,26.5,18.0,0.8851718722,0.7860119385000001,0.0,-0.4975,-0.735,0.41495975,0.042408999999999995,0.9873235,0.7399999999999999,-2.704679875,-6.106154,1.3612307779333337,809.667268625,50.070311,0.15902115390000002,0.0824784368,40.015309375,29.209355,1.3621574999999997,1.1923,58.54775,36.033,65.300911875,42.04695,4.75,3.0,0.3231175155,0.17624165500000002,0.795680265,0.7676020579999999,0.10029327380000001,1.8922000000000006e-05,34.6681190521,3.499244941,82.1643585245,16.361156508,115.96251153450001,19.860399025,1.375,1.0,1.1393817304,0.8413722130000001,0.2828155,0.23080799999999999,0.527049875,0.421022,0.1278813368,3.16e-07,7.58625,0.0,11.431353125,8.224552000000001,27.065659625,19.435003,0.958055125,0.91611025,0.6968485000000001,0.6910459999999999,0.032765625,0.0,0.30315149999999996,0.297349,0.00917925,0.0,36.04450975,27.659555,0.5367000000000001,0.0,1.915803,0.0,0.041944875,0.0
7456,nitro,acetyl,cyano,alkylsilane,0.25,0.75,0.11370670406666668,13.391425,11.287,0.8064816441000001,0.6130118683,3.899878375,3.5527339999999996,95.08509725,75.774438,17,6.579728499999999,5.207107,5.78466375,4.447214,1.65966375,1.447214,3.206264875,2.56066,2.636944375,1.973607,0.574444375,0.4736070000000001,0.21146175,0.111803,0.21146175,0.111803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.9937344665,0.987468933,0.0,-0.45375,-0.51,0.4674283750000001,0.161141,1.04625,0.49,-1.4341420000000002,-4.470784,1.6793260769666667,32.06059725,12.164797,1658.5463108254,0.1263783037,28.07941425,23.711684,0.4747900000000001,0.4197,45.7785,38.029,49.906021125,41.026549,3.5,3.0,0.0766677976,1.6193000000000002e-05,0.9465242034,0.8930645998000001,0.1099965386,0.0,4.0271583876,0.000185262,28.797181872399996,11.421488754,31.5766554766,11.42167404,0.875,0.0,0.8701404195999999,0.650079559,0.34519462500000003,0.295557,0.92318025,0.8463605,0.13692431060000002,0.0,23.68875,23.587499999999995,15.77104475,14.508700499999998,10.832106125,5.261892,0.8962964999999999,0.792593,0.379799,0.236009,0.1037035,0.0,0.620201,0.476411,0.0,0.0,23.54090975,22.295281,0.0,0.0,3.062241125,0.0,0.1037035,0.0
8067,nitrophenyl,phenol,ethylene,alkylsilane,0.25,0.75,0.10881576056666667,24.9811,15.871,0.4741652890000001,0.38378564,4.048694625,3.6978732499999993,269.12468725,125.728624,17,10.271735,7.654700999999998,9.68605675,7.5,2.81105675,1.5,5.580329875,3.854059,4.678233875,3.5,1.275140875,0.5,0.699136125,0.125,0.699136125,0.125,0.3250705,0.0,0.3250705,0.0,0.16253525,0.0,0.16253525,0.0,31.25,18.0,0.9703566107,0.9563814155,0.0,-0.67,-1.08,0.677056875,0.042408999999999995,1.26974025,0.7399999999999999,-2.548075875,-6.106154,1.3610640427666667,1167.87741975,50.070311,0.1215527448,0.0075416185,45.60907162499999,29.209355,1.471785,1.1923,71.80525,36.033,78.676002875,42.04695,5.75,3.0,0.2332939971,0.17624165500000002,0.7684014575,0.7130444429999999,0.0438317739,1.8922000000000006e-05,49.9991082951,3.499244941,132.2333506926,16.361156508,181.755195915,19.860399025,1.5,1.0,1.3294067145,0.8413722130000001,0.309197375,0.23080799999999999,0.509898625,0.421022,0.0082825066,3.16e-07,12.97875,0.0,14.43963975,8.224552000000001,29.679499000000003,19.435003,0.9285326250000002,0.8570652500000001,0.68340225,0.6641535,0.051662375,0.0,0.31659775,0.297349,0.019805,0.0,39.69142275,27.659555,1.24762325,0.0,3.18009275,0.0,0.071467375,0.0
1151,cyano,methyl,nitro,alkylsilane,0.5,0.5,0.11899114676666668,12.11795,11.3175,0.625861984,0.500360241,3.7888405000000014,3.7865629999999997,77.03401425,68.6421065,17,6.09045175,6.07735,5.2436585,4.76371,1.4936584999999998,1.223607,2.924353,2.9053300000000006,2.35027925,2.088755,0.47527925,0.3618035,0.15650575,0.0559015,0.15650575,0.0559015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,15.0,0.8204364875,0.6450724760000001,0.0,-0.4275000000000001,-0.6000000000000001,1.24028525,0.0805705,0.8225000000000001,0.245,-0.417696,-2.235392,1.7473935800166664,16.910797,16.735428,820.6694553813,0.22025769399999998,25.614994,23.62285,0.3354700000000001,-0.1071,44.52075,31.025500000000005,48.27656375,35.5367495,3.25,2.5,0.28465213100000003,0.09125968,0.9494390582,0.90874032,0.112408766,0.0,2.8758817652000004,1.6045526335,24.345721609,7.351347692,26.435979562500005,7.384652720999999,0.75,0.5,0.7981795337,0.6020236515,0.298685,0.23111199999999998,0.625,0.5,0.23911973620000002,0.0,27.5175,11.895,14.320192,12.62897,9.798578,9.482838,0.8064300000000001,0.6128600000000001,0.408806,0.38714,0.19357,0.0,0.591194,0.5695279999999999,0.0,0.0,19.061611,16.011414000000002,0.0,0.0,5.057159,0.0,0.19357,0.0
4429,cyano,carboxyl,phenyl,alkylsilane,0.25,0.75,0.1168143017,21.99155,12.8041,0.4910375554,0.25033704300000004,3.7182265,3.680736,232.6983345,89.969853,17,9.17711075,6.3901195,8.487088125,5.47417625,2.612088125,1.72417625,4.9633129999999985,3.2511999999999994,4.08413725,2.4182745,1.181043875,0.61208775,0.6217717500000001,0.2435435,0.6217717500000001,0.2435435,0.25,0.0,0.25,0.0,0.125,0.0,0.125,0.0,29.0,22.0,0.9322033158000002,0.871627612,0.0,-0.6525000000000001,-0.7799999999999999,0.555585875,0.37274075,1.4153845,1.225,0.2836015,-0.015196,1.352896439366667,632.807077125,29.77673125,414.67100214910005,0.005971222000000001,41.644452875,28.25279675,1.0978325,0.200645,67.799625,51.52225000000001,73.667542,55.272484,5.375,3.75,0.29687440400000004,0.10360066100000002,0.7106743411000002,0.509851853,0.0596699409,7.051000000000003e-06,45.334843147600004,5.2717491083,62.6861974988,36.542503699499996,107.63719611959999,41.0465637712,0.875,0.75,1.2243994158,0.9553385215,0.269013125,0.158026,0.449511875,0.15726600000000002,0.0295736554,0.0,16.96125,0.0,14.4989605,10.966069,25.685209375,8.74298175,0.7704493750000001,0.54089875,0.5585694999999999,0.321755,0.13137637500000002,0.0,0.4414305,0.204616,0.09817425,0.0,33.695226125,13.79694625,2.775189375,0.0,3.713754375,0.0,0.229550625,0.0
7721,nitro,phenol,carboxyl,alkylsilane,0.25,0.75,0.12318926353333333,20.586125,13.3098,0.5499036946,0.4574737722,3.7628855,3.702393,205.918046875,94.701658,17,8.90360025,6.7844570000000015,7.9693052500000015,5.816497000000001,2.59430525,1.816497,4.813648625,3.48138,3.742732375000001,2.566497,1.135514875,0.6582479999999999,0.62741375,0.287457,0.62741375,0.287457,0.22577325,0.0,0.22577325,0.0,0.112886625,0.0,0.112886625,0.0,30.75,24.0,0.976433434,0.962494842,3.25,-0.7075,-0.8850000000000001,0.91539225,0.443274,1.5273235000000005,1.47,1.258397125,1.04679425,5.303931633733334,801.9283144999998,35.647376,0.0935152042,0.0610674225,40.803022625,29.766501,0.669795,0.09090000000000002,72.7905,56.02,78.159179875,60.021129,5.5,4.0,0.1959432737,0.138128817,0.8158171109000001,0.7496330518000001,0.1233763506,0.0876422602,36.5504480433,7.028937057,101.1966374525,44.916175348,136.7580309524,50.921527015,1.375,1.0,1.3022579878,1.0570915090000002,0.396434375,0.38472075,0.644377375,0.63307775,0.0477138891,0.0165646973,31.62875,25.9575,17.4747715,16.584870000000002,21.851147375,9.903345,0.603595125,0.387865,0.490967125,0.35033699999999995,0.25632662500000003,0.16231625,0.509032875,0.36840275,0.14007825000000002,0.0183585,26.957201125,10.964168,4.2369525,1.0734,8.13176525,6.3601855,0.3964048750000001,0.18067475
4187,carboxyl,isopropyl,carboxyl,alkylsilane,0.25,0.75,0.11936236356666667,16.010625,13.3098,0.547672289,0.4530109610000001,4.4681335,3.823378,121.286084875,94.701658,17,8.740285625,6.7844570000000015,8.135310625,5.816497000000001,1.885310625,1.816497,4.3321125,3.48138,3.760310625,2.566497,0.6926549999999999,0.6582479999999999,0.320285625,0.287457,0.320285625,0.287457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,24.0,0.9794231081999999,0.9684741904999999,3.0,-0.33125000000000004,-0.53,0.32204625000000003,0.20081849999999998,1.6687500000000002,1.47,0.91875,0.3675,1.9460042315,139.309801625,35.647376,0.0971254658,0.0682879455,34.310481375,29.766501,0.6801749999999999,0.09090000000000002,53.029,50.03799999999999,59.292549375,58.56396974999999,4.0,4.0,0.18962477960000002,0.138128817,0.8797057534,0.8774103368,0.2979813665,0.15911044100000002,11.1034281915,7.028937057,49.434677524399994,44.916175348,56.209678161599996,50.921527015,0.625,0.25,1.1329427039,1.0570915090000002,0.30123325,0.1943185,0.5086653750000001,0.3616537500000001,0.22910091800000001,0.078863081,23.3125,9.325,16.618265375,14.871857749999998,16.108203375,9.903345,0.617415625,0.387865,0.465955125,0.35033699999999995,0.218960625,0.08758424999999999,0.5340448750000001,0.41842675,0.16362375,0.0654495,21.9115625,10.964168,4.625315625,1.85012625,6.189590625,2.47583625,0.382584375,0.15303375
8919,phenyl,difluoromethyl,cyano,alkylsilane,0.25,0.75,0.12160625060000001,13.920125,11.287,0.7365547942,0.4731581685000001,3.744106,3.5527339999999996,109.94790225,75.774438,17,6.72406625,5.207107,5.819580375,4.447214,1.819580375,1.447214,3.33350825,2.56066,2.69104,1.973607,0.6910400000000001,0.4736070000000001,0.27855562500000003,0.111803,0.27855562500000003,0.111803,0.0625,0.0,0.0625,0.0,0.03125,0.0,0.03125,0.0,22.25,16.0,0.9775612075,0.955122415,0.0,-0.405,-0.51,0.4219025,0.161141,1.143221125,0.49,-1.465092125,-4.470784,1.0392988546333333,168.5518485,12.164797,1658.5152699699,0.0642965927,29.631035375,23.711684,0.9910925,0.52988,52.780875,38.029,56.781639625,41.026549,3.875,3.0,0.1301703039,1.6193000000000002e-05,0.8915288599999999,0.7830739130000001,0.1434731041,0.0,14.593241867400005,0.000185262,35.4678306041,11.421488754,48.8266395482,11.42167404,0.5,0.0,0.9095287634,0.650079559,0.37511975,0.295557,0.705584375,0.41116875,0.29427192080000003,0.0,11.895,0.0,14.34415225,11.6549155,13.821646375,5.261892,0.79309825,0.5861965,0.43046725,0.236009,0.119663625,0.0,0.56953275,0.3750745,0.0872385,0.0,22.472426375,22.295281,2.400561,0.0,3.29281125,0.0,0.20690175,0.0
1183,cyano,nitrophenyl,ethylene,alkylsilane,0.5,0.5,0.11154292968333336,20.2156,15.871,0.6469420562,0.565393049,4.03120125,3.6628865,198.55071675,125.728624,17,8.51449025,7.654700999999998,7.802730999999999,7.5,2.302731,1.5,4.463722,3.854059,3.7030905,3.5,0.9530905,0.5,0.46063000000000004,0.125,0.46063000000000004,0.125,0.1985945,0.0,0.1985945,0.0,0.09929725,0.0,0.09929725,0.0,26.0,18.0,0.9850602862000001,0.984410176,0.0,-0.6025,-0.945,0.585684,0.042408999999999995,1.0573335,0.7399999999999999,-3.857565,-6.106154,0.8719158170833334,749.8231717499997,50.070311,820.6025464515,0.236166354,37.603627,29.209355,1.204425,1.1923,60.04425,36.033,65.54203175,42.04695,4.75,3.0,0.1472389998,0.1186733615,0.8527610028,0.8241953670000001,7.1045e-06,4.558e-06,33.1812441858,3.492125607,112.07226891170001,16.377051061,145.25351305450002,19.869176611,1.0,1.0,1.1018808635,0.8415587529999999,0.28372375,0.23080799999999999,0.5512085,0.421022,5.000000000000001e-09,0.0,16.7325,0.0,16.44333425,8.224552000000001,19.68659925,19.435003,0.9409549999999999,0.8819100000000001,0.539669,0.376687,0.0377935,0.0,0.4603310000000001,0.297349,0.0212515,0.0,32.1795075,27.659555,1.4218465,0.0,2.5285795,0.0,0.059044999999999986,0.0
5702,ethylene,phenyl,phenyl,alkylsilane,0.25,0.75,0.1203969561,29.2655,27.352,0.2896130299,0.25033704300000004,3.7705835,3.680736,344.214542,313.002268,17,11.425426875,10.88675175,11.0,10.5,3.25,3.0,6.3227551250000005,5.97008425,5.46875,5.1875,1.59375,1.4375,0.890625,0.7812500000000001,0.890625,0.7812500000000001,0.4375,0.375,0.4375,0.375,0.21875000000000008,0.1875,0.21875000000000008,0.1875,33.75,31.5,0.8857156362,0.871627612,0.0,-0.715,-0.7799999999999999,0.65142825,0.5644255,1.4975478749999998,1.3893267499999995,-0.253670125,-1.08973925,1.3273108442000001,1087.616534,939.395645,0.0346703031,0.005971222000000001,51.80776475,48.57942050000001,1.89468,1.79434,78.0715,72.066,85.81064375,79.5586875,6.5,6.0,0.4509098355,0.411671524,0.5490901804,0.509851853,8.5349e-06,7.051000000000003e-06,75.1606006562,64.9232641255,79.7712994493,70.7127076005,154.9318997876,135.6359711072,1.0,1.0,1.4119492979000003,1.3304382857,0.16712375000000002,0.158026,0.1902355,0.15726600000000002,3.95e-08,0.0,0.0,0.0,10.623379375,10.28068975,39.72838275,36.8293285,1.0,1.0,0.7837923750000001,0.77220075,0.0,0.0,0.216207625,0.204616,0.0,0.0,50.351762125,47.11001825,0.0,0.0,0.0,0.0,0.0,0.0
